,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,0.18963187820068406,0.1902893265986925,0.18955213413886432,0.1899783915582303,0.18973352674097127,0.19235465686026845,0.19011662714961095,0.1948738471308544,0.19077863171188958,0.19432600532448685,0.19049428492771062,0.19747765893483984,0.19132975331558763,0.191055411190583,0.19356444963434344,0.0,0.19210274318704232,0.19271873434509004,0.1930952521439632,0.19164860451016932
11,0.28729335721769395,0.2877258400767364,0.28820603405111134,0.287594368937059,0.0,0.28860659556503065,0.2874000198429908,0.2890934195244833,0.2874896777515528,0.2878545631634118,0.2946079874897292,0.29078120937510804,0.2898547635073502,0.2880006993090907,0.29196492572495664,0.2871665087794353,0.28711089090669345,0.2872274549177238,0.29336460386215907,0.2883923172939401
12,0.08754940279572589,0.0,0.08763503049933016,0.08696595794274892,0.08701508000465896,0.0873216567342992,0.08855202807330033,0.08709820541700469,0.0872041989530691,0.08828660385635646,0.08808566312786824,0.09129587563899254,0.0870536975380236,0.08779295932568376,0.0879366927178525,0.08713686935892428,0.08725979589859871,0.0874647534805901,0.08772121732972628,0.08739422170917101
13,0.056644146292991325,0.056723086934019,0.0565962019543258,0.05683710916982176,0.05690339170707116,0.05662195392235901,0.05668677106223496,0.05720963508352545,0.05714309158818351,0.05743089618483028,0.05816086935690545,0.0570660036188804,0.0579240185658991,0.0,0.05753498407872428,0.05660712185739336,0.057732104990447466,0.05676829804395401,0.05731081176875727,0.0569812277370405
14,0.1717535067987533,0.17184984989133095,0.172336352786349,0.1722226736590502,0.1722384057159273,0.1724543152516526,0.17179716252185223,0.1733346441493507,0.0,0.17206972767060427,0.17438456717876785,0.17259186821913297,0.1738693384040195,0.1721463293835927,0.1729872210920165,0.1717723334254217,0.1719995329011252,0.17194543163665882,0.1727500813571639,0.1718877337819211
15,0.024116466009524534,0.024135583748342092,0.024205622966789117,0.0,0.02432889486707293,0.024104097296068997,0.024231631668581007,0.024187033542791284,0.0242903042187829,0.02425690873382104,0.02481786960157968,0.024484393381445875,0.02477039155656016,0.024165653654430574,0.02453918497895143,0.024151154331419254,0.024692875826799257,0.024593183810992382,0.024367219424100667,0.0244252214082765
16,0.03049128243922968,0.03064046077490437,0.03093402071054795,0.031193333487673346,0.03139744038791383,0.030655882485646872,0.030570476207520503,0.030886123231483077,0.03100698158206354,0.0306161542422499,0.030750661534114352,0.03128983996416154,0.031101198818357875,0.030595094474838245,0.03159683915350083,0.031486366267786815,0.0,0.031819640001705285,0.030687986341931345,0.03083101466547963
17,0.10544587219694154,0.10643855793006779,0.10617191190793086,0.10548603730866567,0.10575214257308808,0.1078791400825935,0.10561212502222811,0.1056676914368882,0.10596333449779907,0.10583955643451182,0.10607059653559664,0.10748874170236412,0.10627930383052928,0.10840379204445848,0.10663162714777381,0.10874047831340082,0.1091789649637694,0.0,0.10701822115185397,0.10720421574837523
18,0.01852600683135561,0.018559630889270668,0.018538213387807697,0.01866327475753679,0.018697996343630504,0.018531851017328866,0.018567993867402946,0.01855238807392351,0.018626431263343884,0.018642976507691107,0.01909799711071439,0.018994658037579673,0.018841185040439388,0.018575282132544734,0.01891015097892106,0.01854460001527638,0.018729600492241687,0.018613217210299193,0.0,0.01858437044041364
19,0.028171303661442063,0.02827556082717977,0.028303797993906785,0.0,0.02818840813026027,0.028134554340499694,0.028124901213923376,0.028215876940970046,0.028238801678382573,0.028420352551354465,0.02888065067680125,0.02847177068788253,0.0286683882052642,0.028335124559357775,0.02874736439007437,0.0281999157748686,0.02857668885106435,0.02837782205450314,0.02814856132043887,0.02825241602862631
