,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.01729989003549706,0.017256033451059194,0.017320261170975924,0.01734094482606151,0.017280542601911662,0.017379784165771524,0.0172758296801683,0.017260065451695006,0.017289163072894347,0.01738658735554108,0.0172535215319725,0.017395720534975213,0.01725919754436483,0.01740859576476509,0.017251087701080293,0.01726581284063073,0.017370281422480757,0.01727061069809698,0.01726372803201373
1,0.007476919903939096,0.0,0.007698753336265053,0.007575744643109422,0.00764526464008068,0.007365912673317018,0.007807631938810234,0.0072895309983436185,0.00725250612295762,0.007276239941106163,0.007263175089494296,0.00734692778932974,0.008077546690944435,0.008104657271677954,0.007315428689701936,0.007392097781166145,0.0080432754687477,0.007993324868021129,0.00724577248910715,0.0074474012294423655
2,0.010073989330336385,0.010096979232634947,0.0,0.01006415933976779,0.010059704951006594,0.010119995115567118,0.010067372658210704,0.01005252762349619,0.01007052417762205,0.010091343620932756,0.01010292519860233,0.010146035884354416,0.010124900496077735,0.010087113556142899,0.010081344652547857,0.01005588347934427,0.010108651997841868,0.010114500380161784,0.010130658906336841,0.010077708503662849
3,0.0079808584396257,0.00805684115607388,0.008187220338251087,0.00794553920426605,0.00800600047933155,0.008302636876701804,0.008167492001278646,0.008280679112596457,0.007992612064301371,0.007973555019478176,0.008250611012969929,0.007952117541781776,0.00834678900321921,0.007961549507056288,0.008369801549589813,0.00826548565239793,0.008207469710449448,0.008105091570429525,0.0,0.008233179015014932
4,0.015763053576410335,0.016001966838060527,0.01490855743886293,0.016346169104573524,0.0,0.017614173009154667,0.016542187269310643,0.015311388247677206,0.01482065634546333,0.01487384579615629,0.015572689406538503,0.015497143979611341,0.01563864366330654,0.01769326474569623,0.01541029162684367,0.01500047788499344,0.016175413297026403,0.017505122323564163,0.01494922614794634,0.015249407158643384
5,0.0080304395556586,0.008236394821604797,0.008063189946025028,0.008789481787582418,0.00829483425552732,0.0,0.008873647788698874,0.007938161312669239,0.007921893126637661,0.008001800620034206,0.007953196850306347,0.008906633211224594,0.008195461925386208,0.00792877376570554,0.007975121667328774,0.008157619226509663,0.00825840853105894,0.008616451157609515,0.0079341660926283,0.008097924874391609
6,0.044540013483923745,0.0,0.04481379199209641,0.04475364503054041,0.04493060272546422,0.04526448935312695,0.04455051490266824,0.044540693914414994,0.0446314546780488,0.04459999364011858,0.04540496622370073,0.04552863266988971,0.04518239264370881,0.04456519509954999,0.04534211447841363,0.044666938476619074,0.04487220766514149,0.04504277460850782,0.045130591626274925,0.04469709702662058
7,0.06012432268221582,0.06009520036001846,0.0601552549551923,0.06023447104055257,0.06058992690445405,0.06006687493253081,0.0608875031079502,0.0,0.06005030995433404,0.06141506078745658,0.06032135773760008,0.061144439758795716,0.060271887016066776,0.060667973627916476,0.06341958656578936,0.06019259051693575,0.06043123554603432,0.060774552433466175,0.06192220959689944,0.06052386327283024
8,0.046183484657834215,0.0,0.04624103795355906,0.04628615592494562,0.0463514552322446,0.0461658515787027,0.046447145119155576,0.04704670786637653,0.046146162194039116,0.04674924533444384,0.04723847159862084,0.04681907843916927,0.046969139718555916,0.04666981501250396,0.04714421164194445,0.0462125110794264,0.04660746086638674,0.046521770269569995,0.04689054749219742,0.04638144334649068
9,0.1487498676106876,0.14801027122610053,0.1488294566784149,0.1477936543853223,0.1479152608986968,0.1480780374169576,0.14841658839714414,0.14901183041239202,0.14772380362894383,0.1485170757454419,0.14957452319924774,0.1483125142555573,0.14913287005270348,0.14765213374706768,0.14821095539633364,0.0,0.14864753943823655,0.14816059769269624,0.14937205517967125,0.1487280669241238
